string_interactions
#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
IL7,IL6ST,9606.ENSP00000263851,9606.ENSP00000370698,0,0,0,0,0.071,0,0.650,0.332,0.764
IL7,IFNAR1,9606.ENSP00000263851,9606.ENSP00000270139,0,0,0,0,0.102,0,0.650,0.348,0.777
IL7,IFNGR1,9606.ENSP00000263851,9606.ENSP00000356713,0,0,0,0,0.100,0,0.650,0.468,0.817
IL7,IL10RB,9606.ENSP00000263851,9606.ENSP00000290200,0,0,0,0,0.068,0,0.650,0.496,0.821
IL7,IL13,9606.ENSP00000263851,9606.ENSP00000304915,0,0,0,0,0,0,0,0.889,0.889
IL7,CSF2,9606.ENSP00000263851,9606.ENSP00000296871,0,0,0,0,0.085,0,0,0.907,0.911
IL7,STAT5B,9606.ENSP00000263851,9606.ENSP00000293328,0,0,0,0,0.087,0,0.500,0.925,0.962
IL7,JAK1,9606.ENSP00000263851,9606.ENSP00000499900,0,0,0,0,0.105,0,0.650,0.900,0.965
IL7,IL15,9606.ENSP00000263851,9606.ENSP00000296545,0,0,0,0,0.127,0,0,0.965,0.968
IL7,IL3,9606.ENSP00000263851,9606.ENSP00000296870,0,0,0,0,0,0,0,0.988,0.988
IL7,IL9,9606.ENSP00000263851,9606.ENSP00000274520,0,0,0,0,0,0,0,0.997,0.997
IL9,IL2RB,9606.ENSP00000274520,9606.ENSP00000216223,0,0,0,0,0.043,0,0.650,0.554,0.837
IL9,EPOR,9606.ENSP00000274520,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0.185,0.702
IL9,CSF3,9606.ENSP00000274520,9606.ENSP00000225474,0,0,0,0,0.113,0,0,0.812,0.827
IL9,IL2,9606.ENSP00000274520,9606.ENSP00000226730,0,0,0,0,0.340,0,0,0.987,0.991
IL9,IL10RA,9606.ENSP00000274520,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0.315,0.750
IL9,IFNG,9606.ENSP00000274520,9606.ENSP00000229135,0,0,0,0,0.083,0,0,0.831,0.838
IL9,IL12B,9606.ENSP00000274520,9606.ENSP00000231228,0,0,0,0,0.129,0,0,0.351,0.411
IL9,IL4,9606.ENSP00000274520,9606.ENSP00000231449,0,0,0,0,0.243,0,0,0.996,0.996
IL9,IL5,9606.ENSP00000274520,9606.ENSP00000231454,0,0,0,0,0.499,0,0,0.991,0.995
IL9,IL9R,9606.ENSP00000274520,9606.ENSP00000244174,0,0,0,0,0.043,0.975,0.900,0.968,0.999
IL9,LIF,9606.ENSP00000274520,9606.ENSP00000249075,0,0,0,0,0.105,0,0,0.420,0.458
IL9,PDGFRA,9606.ENSP00000274520,9606.ENSP00000257290,0,0,0,0,0.074,0,0.650,0.117,0.688
IL9,PDGFRB,9606.ENSP00000274520,9606.ENSP00000261799,0,0,0,0,0.060,0,0.650,0.117,0.684
IL9,IL12RB2,9606.ENSP00000274520,9606.ENSP00000262345,0,0,0,0,0.062,0,0.650,0.380,0.778
IL9,IL27RA,9606.ENSP00000274520,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0.224,0.716
IL9,IL7,9606.ENSP00000274520,9606.ENSP00000263851,0,0,0,0,0,0,0,0.997,0.997
IL9,IL11,9606.ENSP00000274520,9606.ENSP00000264563,0,0,0,0,0.098,0,0,0.750,0.764
IL9,STAT3,9606.ENSP00000274520,9606.ENSP00000264657,0,0,0,0,0.086,0.074,0.500,0.699,0.855
IL9,EGF,9606.ENSP00000274520,9606.ENSP00000265171,0,0,0,0,0,0,0,0.478,0.478
IL9,IFNAR1,9606.ENSP00000274520,9606.ENSP00000270139,0,0,0,0,0,0,0.650,0.232,0.719
IL9,IL22RA1,9606.ENSP00000274520,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.336,0.757
IL9,OSMR,9606.ENSP00000274520,9606.ENSP00000274276,0,0,0,0,0,0,0.650,0.102,0.672
IL9,FASLG,9606.ENSP00000274520,9606.ENSP00000356694,0,0,0,0,0.058,0,0,0.391,0.402
IL9,STAT6,9606.ENSP00000274520,9606.ENSP00000300134,0,0,0,0,0.047,0.095,0,0.611,0.635
IL9,IL20RA,9606.ENSP00000274520,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0.150,0.689
IL9,IL6ST,9606.ENSP00000274520,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0.223,0.716
IL9,IL22RA2,9606.ENSP00000274520,9606.ENSP00000296980,0,0,0,0,0.049,0,0.650,0.220,0.717
IL9,IFNGR1,9606.ENSP00000274520,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.231,0.719
IL9,EGFR,9606.ENSP00000274520,9606.ENSP00000275493,0,0,0,0,0,0,0.650,0.246,0.724
IL9,IFNA1,9606.ENSP00000274520,9606.ENSP00000276927,0,0,0,0,0.104,0,0,0.729,0.747
IL9,IL5RA,9606.ENSP00000274520,9606.ENSP00000412209,0,0,0,0,0.089,0,0.650,0.436,0.804
IL9,IL10RB,9606.ENSP00000274520,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0.546,0.834
IL9,CSF2,9606.ENSP00000274520,9606.ENSP00000296871,0,0,0,0,0.145,0,0,0.822,0.841
IL9,STAT5B,9606.ENSP00000274520,9606.ENSP00000293328,0,0,0,0,0.047,0.091,0.500,0.768,0.886
IL9,IL3,9606.ENSP00000274520,9606.ENSP00000296870,0,0,0,0,0.475,0,0,0.900,0.945
IL9,IL13,9606.ENSP00000274520,9606.ENSP00000304915,0,0,0,0,0.262,0,0,0.932,0.947
IL9,JAK1,9606.ENSP00000274520,9606.ENSP00000499900,0,0,0,0,0,0,0.500,0.939,0.968
IL9,IL15,9606.ENSP00000274520,9606.ENSP00000296545,0,0,0,0,0,0,0,0.976,0.976
IL9R,OSM,9606.ENSP00000244174,9606.ENSP00000215781,0,0,0,0,0.068,0,0.650,0.059,0.666
IL9R,CSF3,9606.ENSP00000244174,9606.ENSP00000225474,0,0,0,0,0,0,0.650,0.105,0.673
IL9R,IL2,9606.ENSP00000244174,9606.ENSP00000226730,0,0,0,0,0,0,0.650,0.585,0.848
IL9R,IL23A,9606.ENSP00000244174,9606.ENSP00000228534,0,0,0,0,0.062,0,0.650,0.085,0.673
IL9R,IFNG,9606.ENSP00000244174,9606.ENSP00000229135,0,0,0,0,0,0,0.650,0.308,0.747
IL9R,IL12B,9606.ENSP00000244174,9606.ENSP00000231228,0,0,0,0,0,0,0.650,0,0.650
IL9R,IL4,9606.ENSP00000244174,9606.ENSP00000231449,0,0,0,0,0.042,0,0.650,0.617,0.860
IL9R,IL5,9606.ENSP00000244174,9606.ENSP00000231454,0,0,0,0,0,0,0.650,0.392,0.778
IL9R,IFNA7,9606.ENSP00000244174,9606.ENSP00000239347,0,0,0,0,0.056,0,0.650,0.063,0.663
IL9R,IL5RA,9606.ENSP00000244174,9606.ENSP00000412209,0,0,0,0,0.060,0,0,0.402,0.413
IL9R,STAT3,9606.ENSP00000244174,9606.ENSP00000264657,0,0,0,0,0,0,0.500,0.251,0.609
IL9R,STAT5B,9606.ENSP00000244174,9606.ENSP00000293328,0,0,0,0,0,0,0.500,0.324,0.647
IL9R,IL12A,9606.ENSP00000244174,9606.ENSP00000303231,0,0,0,0,0,0,0.650,0,0.650
IL9R,LIF,9606.ENSP00000244174,9606.ENSP00000249075,0,0,0,0,0,0,0.650,0,0.650
IL9R,IFNK,9606.ENSP00000244174,9606.ENSP00000276943,0,0,0,0,0,0,0.650,0,0.650
IL9R,PRL,9606.ENSP00000244174,9606.ENSP00000302150,0,0,0,0,0.047,0,0.650,0,0.652
IL9R,EPO,9606.ENSP00000244174,9606.ENSP00000252723,0,0,0,0,0,0,0.650,0.065,0.659
IL9R,CTF1,9606.ENSP00000244174,9606.ENSP00000279804,0,0,0,0,0.073,0,0.650,0,0.661
IL9R,EGF,9606.ENSP00000244174,9606.ENSP00000265171,0,0,0,0,0,0,0.650,0.082,0.665
IL9R,IL17D,9606.ENSP00000244174,9606.ENSP00000302924,0,0,0,0,0,0,0.650,0.109,0.675
IL9R,IFNA1,9606.ENSP00000244174,9606.ENSP00000276927,0,0,0,0,0.044,0,0.650,0.125,0.681
IL9R,IL11,9606.ENSP00000244174,9606.ENSP00000264563,0,0,0,0,0,0,0.650,0.198,0.707
IL9R,CSF2,9606.ENSP00000244174,9606.ENSP00000296871,0,0,0,0,0.042,0,0.650,0.224,0.717
IL9R,IL3,9606.ENSP00000244174,9606.ENSP00000296870,0,0,0,0,0.047,0,0.650,0.242,0.725
IL9R,IL15,9606.ENSP00000244174,9606.ENSP00000296545,0,0,0,0,0,0,0.650,0.299,0.744
IL9R,IL13,9606.ENSP00000244174,9606.ENSP00000304915,0,0,0,0,0,0,0.650,0.391,0.777
IL9R,IL7,9606.ENSP00000244174,9606.ENSP00000263851,0,0,0,0,0,0,0.650,0.589,0.850
IL9R,JAK1,9606.ENSP00000244174,9606.ENSP00000499900,0,0,0,0,0,0.292,0.900,0.264,0.943
IL9R,IL9,9606.ENSP00000244174,9606.ENSP00000274520,0,0,0,0,0.043,0.975,0.900,0.968,0.999
JAK1,TNFRSF1A,9606.ENSP00000499900,9606.ENSP00000162749,0,0,0,0,0.081,0.513,0,0.392,0.704
JAK1,OSM,9606.ENSP00000499900,9606.ENSP00000215781,0,0,0,0,0.058,0,0.650,0.741,0.907
JAK1,MAPK1,9606.ENSP00000499900,9606.ENSP00000215832,0,0,0,0.607,0.130,0.110,0.400,0.516,0.745
JAK1,IL2RB,9606.ENSP00000499900,9606.ENSP00000216223,0,0,0,0,0.126,0.833,0.900,0.928,0.998
JAK1,SOS 2,9606.ENSP00000499900,9606.ENSP00000216373,0,0,0,0,0.125,0.084,0.500,0.212,0.642
JAK1,EPOR,9606.ENSP00000499900,9606.ENSP00000222139,0,0,0,0,0,0.091,0.800,0.842,0.968
JAK1,PIK3R2,9606.ENSP00000499900,9606.ENSP00000222254,0,0,0,0,0.042,0.093,0.900,0.203,0.921
JAK1,CSF3,9606.ENSP00000499900,9606.ENSP00000225474,0,0,0,0,0,0,0.650,0.696,0.889
JAK1,NFKB1,9606.ENSP00000499900,9606.ENSP00000226574,0,0,0,0,0.154,0.235,0,0.537,0.675
JAK1,IL2,9606.ENSP00000499900,9606.ENSP00000226730,0,0,0,0,0,0,0.900,0.898,0.989
JAK1,CCND1,9606.ENSP00000499900,9606.ENSP00000227507,0,0,0,0,0.055,0,0,0.510,0.517
JAK1,IL10RA,9606.ENSP00000499900,9606.ENSP00000227752,0,0,0,0,0.106,0.948,0.900,0.987,0.999
JAK1,IFNG,9606.ENSP00000499900,9606.ENSP00000229135,0,0,0,0,0.057,0,0.900,0.939,0.993
JAK1,IL12B,9606.ENSP00000499900,9606.ENSP00000231228,0,0,0,0,0.055,0,0.500,0.134,0.555
JAK1,IL4,9606.ENSP00000499900,9606.ENSP00000231449,0,0,0,0,0,0,0.900,0.978,0.997
JAK1,IL5,9606.ENSP00000499900,9606.ENSP00000231454,0,0,0,0,0,0,0.400,0.480,0.674
JAK1,IFNA7,9606.ENSP00000499900,9606.ENSP00000239347,0,0,0,0,0,0,0.650,0.395,0.779
JAK1,IL9R,9606.ENSP00000499900,9606.ENSP00000244174,0,0,0,0,0,0.292,0.900,0.264,0.943
JAK1,LIF,9606.ENSP00000499900,9606.ENSP00000249075,0,0,0,0,0,0,0.500,0.657,0.821
JAK1,EPO,9606.ENSP00000499900,9606.ENSP00000252723,0,0,0,0,0,0.046,0.650,0.712,0.895
JAK1,PDGFRA,9606.ENSP00000499900,9606.ENSP00000257290,0,0,0,0.562,0.061,0.074,0.900,0.186,0.919
JAK1,PDGFRB,9606.ENSP00000499900,9606.ENSP00000261799,0,0,0,0.559,0.055,0.074,0.900,0.213,0.921
JAK1,IL12RB2,9606.ENSP00000499900,9606.ENSP00000262345,0,0,0,0,0.049,0,0.800,0.403,0.876
JAK1,CREBBP,9606.ENSP00000499900,9606.ENSP00000262367,0,0,0,0,0.157,0.047,0,0.395,0.472
JAK1,PIK3R3,9606.ENSP00000499900,9606.ENSP00000262741,0,0,0,0,0,0.093,0.900,0.469,0.947
JAK1,MAP2K2,9606.ENSP00000499900,9606.ENSP00000262948,0,0,0,0.598,0.090,0.161,0.400,0.174,0.571
JAK1,EP300,9606.ENSP00000499900,9606.ENSP00000263253,0,0,0,0,0.138,0.047,0,0.391,0.456
JAK1,IL27RA,9606.ENSP00000499900,9606.ENSP00000263379,0,0,0,0,0.042,0.292,0.900,0.720,0.978
JAK1,IL7,9606.ENSP00000499900,9606.ENSP00000263851,0,0,0,0,0.105,0,0.650,0.900,0.965
JAK1,STAM2,9606.ENSP00000499900,9606.ENSP00000263904,0,0,0,0,0.076,0.524,0.900,0.163,0.958
JAK1,PIK3CA,9606.ENSP00000499900,9606.ENSP00000263967,0,0,0,0,0.068,0.069,0.900,0.690,0.969
JAK1,IL11,9606.ENSP00000499900,9606.ENSP00000264563,0,0,0,0,0,0,0.500,0.687,0.837
JAK1,STAT3,9606.ENSP00000499900,9606.ENSP00000264657,0,0,0,0,0.184,0.839,0.900,0.999,0.999
JAK1,EGF,9606.ENSP00000499900,9606.ENSP00000265171,0,0,0,0,0,0,0,0.572,0.572
JAK1,IFNAR1,9606.ENSP00000499900,9606.ENSP00000270139,0,0,0,0,0.111,0.365,0.900,0.998,0.999
JAK1,IL22RA1,9606.ENSP00000499900,9606.ENSP00000270800,0,0,0,0,0,0,0.900,0.869,0.986
JAK1,OSMR,9606.ENSP00000499900,9606.ENSP00000274276,0,0,0,0,0.056,0.530,0.900,0.842,0.992
JAK1,IL9,9606.ENSP00000499900,9606.ENSP00000274520,0,0,0,0,0,0,0.500,0.939,0.968
JAK1,EGFR,9606.ENSP00000499900,9606.ENSP00000275493,0,0,0,0.572,0.045,0.417,0.900,0.537,0.970
JAK1,IFNA1,9606.ENSP00000499900,9606.ENSP00000276927,0,0,0,0,0,0,0.650,0.980,0.992
JAK1,IFNK,9606.ENSP00000499900,9606.ENSP00000276943,0,0,0,0,0,0,0,0.510,0.510
JAK1,CTF1,9606.ENSP00000499900,9606.ENSP00000279804,0,0,0,0,0,0,0.500,0.403,0.688
JAK1,IL10RB,9606.ENSP00000499900,9606.ENSP00000290200,0,0,0,0,0.102,0.046,0.900,0.986,0.998
JAK1,STAT5B,9606.ENSP00000499900,9606.ENSP00000293328,0,0,0,0,0.132,0.472,0.900,0.985,0.999
JAK1,IL15,9606.ENSP00000499900,9606.ENSP00000296545,0,0,0,0,0.081,0,0.500,0.904,0.952
JAK1,IL3,9606.ENSP00000499900,9606.ENSP00000296870,0,0,0,0,0,0,0.650,0.708,0.893
JAK1,CSF2,9606.ENSP00000499900,9606.ENSP00000296871,0,0,0,0,0,0,0.400,0.580,0.737
JAK1,IL22RA2,9606.ENSP00000499900,9606.ENSP00000296980,0,0,0,0,0.062,0,0.650,0.201,0.714
JAK1,STAT6,9606.ENSP00000499900,9606.ENSP00000300134,0,0,0,0,0.068,0.472,0.900,0.932,0.996
JAK1,PRL,9606.ENSP00000499900,9606.ENSP00000302150,0,0,0,0,0,0,0.650,0.352,0.763
JAK1,MAP2K1,9606.ENSP00000499900,9606.ENSP00000302486,0,0,0,0.593,0.130,0.161,0.400,0.231,0.618
JAK1,IL17D,9606.ENSP00000499900,9606.ENSP00000302924,0,0,0,0,0,0,0.900,0.167,0.913
JAK1,IL12A,9606.ENSP00000499900,9606.ENSP00000303231,0,0,0,0,0,0,0.500,0.129,0.546
JAK1,IL13,9606.ENSP00000499900,9606.ENSP00000304915,0,0,0,0,0,0,0.500,0.750,0.869
JAK1,SOCS5,9606.ENSP00000499900,9606.ENSP00000305133,0,0,0,0,0.049,0.191,0.650,0.738,0.920
JAK1,FOS,9606.ENSP00000499900,9606.ENSP00000306245,0,0,0,0,0.062,0.096,0,0.411,0.458
JAK1,IL20RA,9606.ENSP00000499900,9606.ENSP00000314976,0,0,0,0,0,0,0.900,0.485,0.946
JAK1,NF1,9606.ENSP00000499900,9606.ENSP00000351015,0,0,0,0,0.049,0.092,0,0.390,0.427
JAK1,IFNGR1,9606.ENSP00000499900,9606.ENSP00000356713,0,0,0,0,0.151,0.634,0.900,0.997,0.999
JAK1,IL6ST,9606.ENSP00000499900,9606.ENSP00000370698,0,0,0,0,0.125,0.837,0.900,0.932,0.998
JAK1,GRB2,9606.ENSP00000499900,9606.ENSP00000376345,0,0,0,0,0.111,0.496,0.400,0.669,0.899
JAK1,SOS 1,9606.ENSP00000499900,9606.ENSP00000384675,0,0,0,0,0.113,0.084,0.400,0.303,0.615
JAK1,RAF1,9606.ENSP00000499900,9606.ENSP00000401888,0,0,0,0.577,0.101,0.336,0,0.134,0.438
JAK1,PRKCA,9606.ENSP00000499900,9606.ENSP00000408695,0,0,0,0.556,0.104,0.298,0,0.126,0.402
JAK1,IL5RA,9606.ENSP00000499900,9606.ENSP00000412209,0,0,0,0,0.083,0.292,0.650,0.331,0.827
JAK1,MYC,9606.ENSP00000499900,9606.ENSP00000478887,0,0,0,0,0.082,0.045,0,0.637,0.654
JMJD7-PLA2G4B,MAPK1,9606.ENSP00000371886,9606.ENSP00000215832,0,0,0,0,0,0,0.900,0,0.900
JMJD7-PLA2G4B,GNA12,9606.ENSP00000371886,9606.ENSP00000275364,0,0,0,0,0,0,0.650,0,0.650
JMJD7-PLA2G4B,PRKCA,9606.ENSP00000371886,9606.ENSP00000408695,0,0,0,0,0,0,0.650,0,0.650
LIF,OSM,9606.ENSP00000249075,9606.ENSP00000215781,0,0,0,0,0.116,0,0.500,0.929,0.966
LIF,IL2RB,9606.ENSP00000249075,9606.ENSP00000216223,0,0,0,0,0,0,0.650,0.119,0.678
LIF,EPOR,9606.ENSP00000249075,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0.190,0.704
LIF,CSF3,9606.ENSP00000249075,9606.ENSP00000225474,0,0,0,0,0.220,0,0.400,0.588,0.790
LIF,IL2,9606.ENSP00000249075,9606.ENSP00000226730,0,0,0,0,0.104,0,0,0.446,0.482
LIF,IL10RA,9606.ENSP00000249075,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0.147,0.688
LIF,IL23A,9606.ENSP00000249075,9606.ENSP00000228534,0,0,0,0,0.057,0,0.400,0.119,0.457
LIF,IFNG,9606.ENSP00000249075,9606.ENSP00000229135,0,0,0,0,0.042,0,0,0.543,0.543
LIF,IL12B,9606.ENSP00000249075,9606.ENSP00000231228,0,0,0,0,0.090,0,0.400,0.070,0.448
LIF,IL4,9606.ENSP00000249075,9606.ENSP00000231449,0,0,0,0,0.107,0,0,0.480,0.515
LIF,IL5,9606.ENSP00000249075,9606.ENSP00000231454,0,0,0,0,0.116,0,0,0.418,0.463
LIF,IL9R,9606.ENSP00000249075,9606.ENSP00000244174,0,0,0,0,0,0,0.650,0,0.650
LIF,EPO,9606.ENSP00000249075,9606.ENSP00000252723,0,0,0,0,0.074,0,0,0.418,0.438
LIF,IL12A,9606.ENSP00000249075,9606.ENSP00000303231,0,0,0,0,0.124,0,0.400,0,0.452
LIF,IL9,9606.ENSP00000249075,9606.ENSP00000274520,0,0,0,0,0.105,0,0,0.420,0.458
LIF,IL13,9606.ENSP00000249075,9606.ENSP00000304915,0,0,0,0,0.117,0,0,0.431,0.476
LIF,IL15,9606.ENSP00000249075,9606.ENSP00000296545,0,0,0,0,0,0,0,0.481,0.481
LIF,IL7,9606.ENSP00000249075,9606.ENSP00000263851,0,0,0,0,0.044,0,0,0.481,0.483
LIF,STAT5B,9606.ENSP00000249075,9606.ENSP00000293328,0,0,0,0,0,0,0,0.543,0.543
LIF,FOS,9606.ENSP00000249075,9606.ENSP00000306245,0,0,0,0,0.098,0,0,0.541,0.568
LIF,STAT6,9606.ENSP00000249075,9606.ENSP00000300134,0,0,0,0,0,0,0.500,0.298,0.634
LIF,IL22RA2,9606.ENSP00000249075,9606.ENSP00000296980,0,0,0,0,0.044,0,0.650,0,0.651
LIF,IL20RA,9606.ENSP00000249075,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0.091,0.668
LIF,IL12RB2,9606.ENSP00000249075,9606.ENSP00000262345,0,0,0,0,0,0,0.650,0.153,0.690
LIF,IL10RB,9606.ENSP00000249075,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0.153,0.691
LIF,EGF,9606.ENSP00000249075,9606.ENSP00000265171,0,0,0,0,0,0,0,0.692,0.692
LIF,IL22RA1,9606.ENSP00000249075,9606.ENSP00000270800,0,0,0,0,0.067,0,0.650,0.137,0.693
LIF,IFNAR1,9606.ENSP00000249075,9606.ENSP00000270139,0,0,0,0,0,0,0.650,0.162,0.694
LIF,IFNGR1,9606.ENSP00000249075,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.171,0.697
LIF,IL3,9606.ENSP00000249075,9606.ENSP00000296870,0,0,0,0,0.113,0,0,0.701,0.723
LIF,MYC,9606.ENSP00000249075,9606.ENSP00000478887,0,0,0,0,0.075,0,0,0.720,0.729
LIF,PDGFRB,9606.ENSP00000249075,9606.ENSP00000261799,0,0,0,0,0.060,0,0.650,0.264,0.736
LIF,IL27RA,9606.ENSP00000249075,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0.300,0.744
LIF,EGFR,9606.ENSP00000249075,9606.ENSP00000275493,0,0,0,0,0.086,0,0.650,0.325,0.765
LIF,IL5RA,9606.ENSP00000249075,9606.ENSP00000412209,0,0,0.334,0,0.082,0,0.650,0.067,0.773
LIF,PDGFRA,9606.ENSP00000249075,9606.ENSP00000257290,0,0,0,0,0.074,0,0.650,0.358,0.773
LIF,CSF2,9606.ENSP00000249075,9606.ENSP00000296871,0,0,0,0,0.209,0,0.400,0.574,0.780
LIF,JAK1,9606.ENSP00000249075,9606.ENSP00000499900,0,0,0,0,0,0,0.500,0.657,0.821
LIF,STAT3,9606.ENSP00000249075,9606.ENSP00000264657,0,0,0,0,0.049,0,0.500,0.854,0.924
LIF,CTF1,9606.ENSP00000249075,9606.ENSP00000279804,0,0,0,0,0.042,0,0.500,0.855,0.924
LIF,OSMR,9606.ENSP00000249075,9606.ENSP00000274276,0,0,0,0,0.125,0.045,0.650,0.797,0.932
LIF,IL11,9606.ENSP00000249075,9606.ENSP00000264563,0,0,0,0,0.211,0,0,0.918,0.932
LIF,IL6ST,9606.ENSP00000249075,9606.ENSP00000370698,0,0,0,0,0,0.960,0.900,0.920,0.999
MAP2K1,MAPK1,9606.ENSP00000302486,9606.ENSP00000215832,0,0,0,0.595,0.152,0.929,0.900,0.950,0.999
MAP2K1,SOS 2,9606.ENSP00000302486,9606.ENSP00000216373,0,0,0,0,0.103,0.051,0,0.622,0.651
MAP2K1,PPP2CB,9606.ENSP00000302486,9606.ENSP00000221138,0,0,0,0,0.147,0.104,0.900,0.169,0.928
MAP2K1,NFKB1,9606.ENSP00000302486,9606.ENSP00000226574,0,0,0,0,0.101,0.046,0.500,0.511,0.762
MAP2K1,IL2,9606.ENSP00000302486,9606.ENSP00000226730,0,0,0,0,0,0,0,0.401,0.401
MAP2K1,CCND1,9606.ENSP00000302486,9606.ENSP00000227507,0,0,0,0,0.059,0,0,0.746,0.751
MAP2K1,IFNG,9606.ENSP00000302486,9606.ENSP00000229135,0,0,0,0,0,0,0,0.437,0.437
MAP2K1,DUSP1,9606.ENSP00000302486,9606.ENSP00000239223,0,0,0,0,0.055,0.113,0,0.669,0.699
MAP2K1,MKNK2,9606.ENSP00000302486,9606.ENSP00000250896,0,0,0.110,0.577,0.085,0,0,0.518,0.573
MAP2K1,RRAS2,9606.ENSP00000302486,9606.ENSP00000256196,0,0,0,0,0.062,0.163,0,0.355,0.450
MAP2K1,CCND2,9606.ENSP00000302486,9606.ENSP00000261254,0,0,0,0,0.059,0,0,0.540,0.549
MAP2K1,MAP2K2,9606.ENSP00000302486,9606.ENSP00000262948,0,0,0.051,0.979,0.049,0.836,0.900,0.783,0.996
MAP2K1,PIAS4,9606.ENSP00000302486,9606.ENSP00000262971,0,0,0,0,0.049,0,0,0.406,0.411
MAP2K1,EP300,9606.ENSP00000302486,9606.ENSP00000263253,0,0,0,0,0.062,0,0,0.512,0.522
MAP2K1,STAM2,9606.ENSP00000302486,9606.ENSP00000263904,0,0,0,0,0.049,0.298,0,0.183,0.406
MAP2K1,PIK3CA,9606.ENSP00000302486,9606.ENSP00000263967,0,0,0,0,0.060,0.176,0,0.815,0.844
MAP2K1,STAT3,9606.ENSP00000302486,9606.ENSP00000264657,0,0,0,0,0.105,0,0,0.645,0.669
MAP2K1,EGF,9606.ENSP00000302486,9606.ENSP00000265171,0,0,0,0,0,0,0,0.686,0.686
MAP2K1,RASA1,9606.ENSP00000302486,9606.ENSP00000274376,0,0,0,0,0.065,0.070,0,0.495,0.523
MAP2K1,GNA12,9606.ENSP00000302486,9606.ENSP00000275364,0,0,0,0,0.182,0.097,0,0.259,0.405
MAP2K1,EGFR,9606.ENSP00000302486,9606.ENSP00000275493,0,0,0,0.597,0.049,0.098,0,0.549,0.579
MAP2K1,RASA2,9606.ENSP00000302486,9606.ENSP00000286364,0,0,0,0,0.049,0,0,0.467,0.471
MAP2K1,ARAF,9606.ENSP00000302486,9606.ENSP00000290277,0,0,0,0.577,0.109,0.911,0.900,0.372,0.994
MAP2K1,STAT5B,9606.ENSP00000302486,9606.ENSP00000293328,0,0,0,0,0.097,0,0,0.436,0.469
MAP2K1,CDC25C,9606.ENSP00000302486,9606.ENSP00000321656,0,0,0,0,0,0.199,0,0.305,0.419
MAP2K1,IL6ST,9606.ENSP00000302486,9606.ENSP00000370698,0,0,0,0,0,0,0.400,0.091,0.431
MAP2K1,CHUK,9606.ENSP00000302486,9606.ENSP00000359424,0,0,0.108,0.602,0.147,0.161,0,0.217,0.434
MAP2K1,MAP3K14,9606.ENSP00000302486,9606.ENSP00000482657,0,0,0,0.621,0.067,0.311,0,0.190,0.434
MAP2K1,MAPK8IP3,9606.ENSP00000302486,9606.ENSP00000481780,0,0,0,0,0,0.516,0,0.151,0.572
MAP2K1,JAK1,9606.ENSP00000302486,9606.ENSP00000499900,0,0,0,0.593,0.130,0.161,0.400,0.231,0.618
MAP2K1,FOS,9606.ENSP00000302486,9606.ENSP00000306245,0,0,0,0,0.048,0.095,0,0.629,0.652
MAP2K1,NF1,9606.ENSP00000302486,9606.ENSP00000351015,0,0,0,0,0.047,0.102,0,0.662,0.686
MAP2K1,MYC,9606.ENSP00000302486,9606.ENSP00000478887,0,0,0,0,0.083,0.186,0,0.614,0.687
MAP2K1,RAP1A,9606.ENSP00000302486,9606.ENSP00000358723,0,0,0,0,0.144,0.163,0.500,0.310,0.719
MAP2K1,GRB2,9606.ENSP00000302486,9606.ENSP00000376345,0,0,0,0,0.108,0,0,0.800,0.814
MAP2K1,SOS 1,9606.ENSP00000302486,9606.ENSP00000384675,0,0,0,0,0.113,0.051,0,0.811,0.827
MAP2K1,PRKACA,9606.ENSP00000302486,9606.ENSP00000309591,0,0,0.096,0.655,0.060,0.091,0.900,0.232,0.929
MAP2K1,BRAF,9606.ENSP00000302486,9606.ENSP00000419060,0,0,0,0.580,0.119,0.996,0.900,0.983,0.999
MAP2K1,RAF1,9606.ENSP00000302486,9606.ENSP00000401888,0,0,0,0.577,0.131,0.974,0.900,0.970,0.999
MAP2K2,MAPK1,9606.ENSP00000262948,9606.ENSP00000215832,0,0,0,0.600,0.111,0.983,0.900,0.855,0.999
MAP2K2,SOS 2,9606.ENSP00000262948,9606.ENSP00000216373,0,0,0,0,0.096,0.051,0,0.502,0.535
MAP2K2,PPP2CB,9606.ENSP00000262948,9606.ENSP00000221138,0,0,0,0,0.121,0.104,0.900,0.115,0.921
